User_ID,Topic,Sentiment,Comment_Time,cleaned_comment
66,Sách,Tích cực,2023-08-23 10:00:22,thích sản phẩm sách chất lượng tuyệt vời
66,Smartphone,Tiêu cực,2023-09-16 14:01:55,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
66,Sách,Tích cực,2023-01-03 10:23:47,mình mua sách hài lòng
66,Sách,Tích cực,2023-04-19 17:02:32,mình mua sách hài lòng
66,Sách,Tiêu cực,2023-11-30 10:07:34,bao giờ mua sách nữa
66,Đồ điện tử,Tiêu cực,2023-03-11 18:32:25,bao giờ mua đồ điện tử nữa
66,Sách,Tiêu cực,2023-06-14 14:39:37,sản phẩm sách đạt kỳ vọng thất vọng
66,Giày dép,Tiêu cực,2023-09-11 22:05:58,sản phẩm giày dép đạt kỳ vọng thất vọng
66,Sách,Tiêu cực,2023-01-10 14:13:02,sản phẩm sách đạt kỳ vọng thất vọng
66,Sách,Tích cực,2023-07-12 01:29:51,mình mua sách hài lòng
66,Smartphone,Tiêu cực,2023-02-25 23:10:26,sản phẩm smartphone đạt kỳ vọng thất vọng
66,Đồ điện tử,Trung tính,2023-06-19 06:27:13,đồ điện tử ổn gì đặc biệt
66,Smartphone,Tích cực,2023-03-24 12:46:41,thích sản phẩm smartphone chất lượng tuyệt vời
66,Giày dép,Trung tính,2023-02-18 15:14:26,giày dép ổn gì đặc biệt
66,Đồ điện tử,Tiêu cực,2023-09-09 07:58:50,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
66,Đồ điện tử,Trung tính,2023-04-08 16:50:43,đồ điện tử ổn gì đặc biệt
66,Giày dép,Tích cực,2023-05-30 11:13:33,sản phẩm giày dép thực sự tốt so các thương hiệu khác
66,Laptops,Trung tính,2023-03-10 00:23:17,laptops ổn gì đặc biệt
66,Smartphone,Tích cực,2023-01-23 03:27:44,sản phẩm smartphone thực sự tốt so các thương hiệu khác
66,Sách,Trung tính,2023-04-21 08:23:13,thích sản phẩm sách chất lượng tuyệt vời
66,Laptops,Tiêu cực,2023-05-29 05:55:14,bao giờ mua laptops nữa
66,Smartphone,Tiêu cực,2023-06-03 16:45:33,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
66,Sách,Tích cực,2023-05-29 09:01:44,thích sản phẩm sách chất lượng tuyệt vời
66,Sách,Tích cực,2023-12-05 21:06:30,sản phẩm sách thực sự tốt so các thương hiệu khác
66,Đồ điện tử,Tích cực,2023-05-25 18:58:17,mình mua đồ điện tử hài lòng
66,Smartphone,Tích cực,2023-03-06 06:56:51,thích sản phẩm smartphone chất lượng tuyệt vời
66,Đồ điện tử,Tích cực,2023-05-17 16:14:39,mình mua đồ điện tử hài lòng
66,Đồ điện tử,Tiêu cực,2023-01-16 18:12:51,bao giờ mua đồ điện tử nữa
66,Sách,Tích cực,2023-08-21 20:51:37,mình mua sách hài lòng
66,Đồ điện tử,Trung tính,2023-12-24 16:14:19,đồ điện tử ổn gì đặc biệt
66,Giày dép,Tích cực,2023-12-22 05:24:37,mình mua giày dép hài lòng
66,Sách,Tích cực,2023-11-03 00:00:01,thích sản phẩm sách chất lượng tuyệt vời
67,Sách,Trung tính,2023-11-06 02:22:38,sách ổn gì đặc biệt
67,Giày dép,Trung tính,2023-08-17 15:12:12,giày dép ổn gì đặc biệt
67,Sách,Tích cực,2023-07-18 08:47:06,thích sản phẩm sách chất lượng tuyệt vời
67,Laptops,Trung tính,2023-10-05 14:50:11,laptops ổn gì đặc biệt
67,Sách,Tích cực,2023-02-28 12:30:42,sản phẩm sách thực sự tốt so các thương hiệu khác
67,Smartphone,Tiêu cực,2023-08-06 20:17:03,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
67,Đồ điện tử,Tích cực,2023-10-29 06:35:30,mình mua đồ điện tử hài lòng
67,Giày dép,Tiêu cực,2023-11-14 05:34:03,sản phẩm giày dép đạt kỳ vọng thất vọng
67,Laptops,Tiêu cực,2023-04-04 07:00:40,dịch vụ hỗ trợ sau bán hàng laptops quá kém
67,Sách,Tích cực,2023-12-18 01:53:02,thích sản phẩm sách chất lượng tuyệt vời
67,Sách,Tiêu cực,2023-08-21 23:06:08,sản phẩm sách đạt kỳ vọng thất vọng
67,Đồ điện tử,Tiêu cực,2023-12-29 01:37:20,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
67,Sách,Tiêu cực,2023-05-15 17:26:19,bao giờ mua sách nữa
67,Laptops,Trung tính,2023-09-29 23:08:16,laptops ổn gì đặc biệt
67,Laptops,Tiêu cực,2023-04-01 15:56:22,dịch vụ hỗ trợ sau bán hàng laptops quá kém
67,Sách,Tiêu cực,2023-06-09 19:38:17,bao giờ mua sách nữa
67,Laptops,Tích cực,2023-04-12 23:46:38,thích sản phẩm laptops chất lượng tuyệt vời
67,Giày dép,Tiêu cực,2023-01-20 20:31:20,bao giờ mua giày dép nữa
67,Giày dép,Tiêu cực,2023-09-19 09:36:54,bao giờ mua giày dép nữa
67,Laptops,Tiêu cực,2023-12-28 20:31:38,dịch vụ hỗ trợ sau bán hàng laptops quá kém
67,Laptops,Tiêu cực,2023-09-14 00:04:35,sản phẩm laptops đạt kỳ vọng thất vọng
67,Smartphone,Trung tính,2023-09-29 19:39:53,smartphone ổn gì đặc biệt
67,Giày dép,Trung tính,2023-03-28 08:52:53,giày dép ổn gì đặc biệt
67,Smartphone,Tiêu cực,2023-05-22 14:49:03,bao giờ mua smartphone nữa
67,Smartphone,Trung tính,2023-01-05 02:10:07,smartphone ổn gì đặc biệt
67,Giày dép,Trung tính,2023-11-24 11:35:14,giày dép ổn gì đặc biệt
67,Laptops,Tiêu cực,2023-10-08 13:12:29,dịch vụ hỗ trợ sau bán hàng laptops quá kém
67,Laptops,Tích cực,2023-07-30 05:03:58,mình mua laptops hài lòng
67,Laptops,Trung tính,2023-12-30 00:37:56,bao giờ mua laptops nữa
67,Sách,Tiêu cực,2023-02-18 08:27:03,dịch vụ hỗ trợ sau bán hàng sách quá kém
67,Sách,Tiêu cực,2023-12-04 07:54:13,dịch vụ hỗ trợ sau bán hàng sách quá kém
67,Sách,Tích cực,2023-10-09 08:42:01,sản phẩm sách thực sự tốt so các thương hiệu khác
67,Sách,Tích cực,2023-06-04 19:47:43,mình mua sách hài lòng
67,Đồ điện tử,Tích cực,2023-06-04 00:40:40,thích sản phẩm đồ điện tử chất lượng tuyệt vời
67,Laptops,Tích cực,2023-12-16 01:18:49,mình mua laptops hài lòng
67,Smartphone,Tiêu cực,2023-10-17 15:50:13,bao giờ mua smartphone nữa
67,Sách,Tiêu cực,2023-11-28 07:09:03,sản phẩm sách đạt kỳ vọng thất vọng
67,Giày dép,Tiêu cực,2023-03-08 10:42:47,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
67,Smartphone,Tiêu cực,2023-11-13 09:48:43,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
67,Sách,Tích cực,2023-03-26 01:00:05,sản phẩm sách thực sự tốt so các thương hiệu khác
67,Laptops,Tích cực,2023-01-11 22:56:33,sản phẩm laptops thực sự tốt so các thương hiệu khác
67,Smartphone,Tiêu cực,2023-10-09 05:32:35,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
67,Laptops,Tích cực,2023-05-09 21:54:48,thích sản phẩm laptops chất lượng tuyệt vời
67,Smartphone,Tiêu cực,2023-11-03 03:08:39,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
67,Sách,Tiêu cực,2023-03-02 00:01:53,dịch vụ hỗ trợ sau bán hàng sách quá kém
67,Laptops,Tích cực,2023-09-22 15:39:48,thích sản phẩm laptops chất lượng tuyệt vời
67,Giày dép,Trung tính,2023-09-19 11:19:31,bao giờ mua giày dép nữa
67,Đồ điện tử,Tiêu cực,2023-08-29 01:01:38,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
67,Sách,Tiêu cực,2023-10-15 20:57:15,dịch vụ hỗ trợ sau bán hàng sách quá kém
67,Smartphone,Tích cực,2023-11-06 08:16:00,sản phẩm smartphone thực sự tốt so các thương hiệu khác
68,Smartphone,Tiêu cực,2023-02-16 08:49:38,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
68,Laptops,Tiêu cực,2023-02-25 02:12:12,bao giờ mua laptops nữa
68,Sách,Trung tính,2023-07-07 02:19:05,thích sản phẩm sách chất lượng tuyệt vời
68,Laptops,Tiêu cực,2023-06-26 06:10:37,bao giờ mua laptops nữa
68,Sách,Tích cực,2023-11-30 20:40:43,thích sản phẩm sách chất lượng tuyệt vời
68,Đồ điện tử,Tiêu cực,2023-09-09 21:42:25,bao giờ mua đồ điện tử nữa
68,Sách,Tiêu cực,2023-04-02 18:27:31,bao giờ mua sách nữa
68,Đồ điện tử,Tích cực,2023-08-19 01:35:13,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
68,Smartphone,Tích cực,2023-02-05 03:26:45,sản phẩm smartphone thực sự tốt so các thương hiệu khác
68,Sách,Tiêu cực,2023-04-24 04:10:49,dịch vụ hỗ trợ sau bán hàng sách quá kém
68,Đồ điện tử,Tiêu cực,2023-08-05 11:22:41,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
68,Đồ điện tử,Trung tính,2023-12-11 14:39:41,đồ điện tử ổn gì đặc biệt
68,Giày dép,Tích cực,2023-01-25 00:27:39,mình mua giày dép hài lòng
68,Sách,Tiêu cực,2023-01-27 19:27:52,sách ổn gì đặc biệt
68,Giày dép,Tiêu cực,2023-02-03 15:23:53,bao giờ mua giày dép nữa
68,Đồ điện tử,Tích cực,2023-09-12 04:39:41,thích sản phẩm đồ điện tử chất lượng tuyệt vời
68,Sách,Tiêu cực,2023-03-02 05:17:41,bao giờ mua sách nữa
68,Sách,Tiêu cực,2023-08-13 10:19:14,dịch vụ hỗ trợ sau bán hàng sách quá kém
68,Smartphone,Tiêu cực,2023-02-10 02:06:38,sản phẩm smartphone đạt kỳ vọng thất vọng
68,Smartphone,Trung tính,2023-07-01 22:35:16,smartphone ổn gì đặc biệt
68,Laptops,Trung tính,2023-02-14 13:15:48,laptops ổn gì đặc biệt
68,Laptops,Tích cực,2023-10-12 05:50:30,sản phẩm laptops đạt kỳ vọng thất vọng
68,Smartphone,Tiêu cực,2023-01-15 02:00:49,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
68,Laptops,Tiêu cực,2023-02-08 09:52:13,bao giờ mua laptops nữa
68,Laptops,Trung tính,2023-05-06 17:12:59,laptops ổn gì đặc biệt
68,Smartphone,Trung tính,2023-04-10 04:02:12,smartphone ổn gì đặc biệt
68,Smartphone,Tích cực,2023-04-28 21:31:57,sản phẩm smartphone thực sự tốt so các thương hiệu khác
68,Giày dép,Tích cực,2023-07-21 01:55:42,thích sản phẩm giày dép chất lượng tuyệt vời
68,Giày dép,Tiêu cực,2023-12-23 12:51:45,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
68,Sách,Tích cực,2023-07-03 05:14:33,thích sản phẩm sách chất lượng tuyệt vời
68,Đồ điện tử,Tiêu cực,2023-03-14 11:53:53,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
68,Sách,Tiêu cực,2023-08-09 05:14:45,sản phẩm sách đạt kỳ vọng thất vọng
68,Laptops,Trung tính,2023-03-25 21:51:48,laptops ổn gì đặc biệt
68,Giày dép,Tiêu cực,2023-04-21 08:10:27,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
68,Laptops,Tích cực,2023-09-27 10:12:36,sản phẩm laptops thực sự tốt so các thương hiệu khác
68,Đồ điện tử,Trung tính,2023-05-19 23:18:11,đồ điện tử ổn gì đặc biệt
68,Giày dép,Tích cực,2023-11-26 20:03:40,mình mua giày dép hài lòng
68,Laptops,Tích cực,2023-04-28 02:42:25,thích sản phẩm laptops chất lượng tuyệt vời
68,Giày dép,Trung tính,2023-08-18 11:17:18,thích sản phẩm giày dép chất lượng tuyệt vời
68,Smartphone,Tích cực,2023-07-19 01:02:59,mình mua smartphone hài lòng
68,Sách,Tích cực,2023-02-14 04:52:06,thích sản phẩm sách chất lượng tuyệt vời
68,Đồ điện tử,Tích cực,2023-01-14 05:47:36,mình mua đồ điện tử hài lòng
68,Sách,Tiêu cực,2023-10-08 14:06:24,dịch vụ hỗ trợ sau bán hàng sách quá kém
68,Giày dép,Trung tính,2023-08-17 22:47:13,giày dép ổn gì đặc biệt
68,Giày dép,Tích cực,2023-09-12 21:54:19,thích sản phẩm giày dép chất lượng tuyệt vời
68,Đồ điện tử,Tích cực,2023-10-14 16:06:45,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
68,Smartphone,Tiêu cực,2023-10-10 07:09:34,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
68,Đồ điện tử,Tiêu cực,2023-07-18 13:49:35,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
68,Laptops,Trung tính,2023-07-11 01:23:08,laptops ổn gì đặc biệt
68,Sách,Tiêu cực,2023-03-30 06:31:46,dịch vụ hỗ trợ sau bán hàng sách quá kém
69,Đồ điện tử,Tích cực,2023-03-22 04:43:13,thích sản phẩm đồ điện tử chất lượng tuyệt vời
69,Sách,Trung tính,2023-10-21 07:21:08,sách ổn gì đặc biệt
69,Sách,Tiêu cực,2023-05-31 23:33:49,dịch vụ hỗ trợ sau bán hàng sách quá kém
69,Laptops,Tích cực,2023-10-21 14:45:07,mình mua laptops hài lòng
69,Sách,Tiêu cực,2023-01-15 20:29:03,bao giờ mua sách nữa
69,Đồ điện tử,Tích cực,2023-10-11 09:38:13,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
69,Đồ điện tử,Tích cực,2023-02-09 21:11:05,thích sản phẩm đồ điện tử chất lượng tuyệt vời
69,Giày dép,Trung tính,2023-10-26 08:43:52,giày dép ổn gì đặc biệt
69,Smartphone,Trung tính,2023-06-26 04:25:33,smartphone ổn gì đặc biệt
69,Giày dép,Tiêu cực,2023-04-02 00:07:56,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
69,Giày dép,Trung tính,2023-09-09 04:24:34,giày dép ổn gì đặc biệt
69,Sách,Tích cực,2023-04-13 23:52:20,mình mua sách hài lòng
69,Laptops,Trung tính,2023-12-27 04:43:51,laptops ổn gì đặc biệt
69,Sách,Tiêu cực,2023-07-02 18:57:47,dịch vụ hỗ trợ sau bán hàng sách quá kém
69,Smartphone,Trung tính,2023-06-29 19:01:25,sản phẩm smartphone đạt kỳ vọng thất vọng
69,Đồ điện tử,Tiêu cực,2023-10-08 21:19:52,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
69,Đồ điện tử,Trung tính,2023-06-18 08:52:24,đồ điện tử ổn gì đặc biệt
69,Giày dép,Tích cực,2023-07-29 00:09:48,thích sản phẩm giày dép chất lượng tuyệt vời
69,Đồ điện tử,Tiêu cực,2023-04-09 11:55:04,bao giờ mua đồ điện tử nữa
69,Smartphone,Tiêu cực,2023-01-16 20:48:39,sản phẩm smartphone thực sự tốt so các thương hiệu khác
69,Laptops,Tích cực,2023-09-12 08:13:31,mình mua laptops hài lòng
69,Sách,Trung tính,2023-11-28 20:19:28,sách ổn gì đặc biệt
69,Đồ điện tử,Tích cực,2023-12-18 04:14:29,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
69,Smartphone,Tiêu cực,2023-04-24 19:23:17,bao giờ mua smartphone nữa
69,Sách,Tích cực,2023-08-18 11:48:19,mình mua sách hài lòng
69,Smartphone,Tích cực,2023-10-22 19:03:01,sản phẩm smartphone thực sự tốt so các thương hiệu khác
69,Sách,Tiêu cực,2023-12-13 07:15:46,dịch vụ hỗ trợ sau bán hàng sách quá kém
69,Sách,Trung tính,2023-03-29 18:35:12,sách ổn gì đặc biệt
69,Sách,Tích cực,2023-10-02 02:15:38,thích sản phẩm sách chất lượng tuyệt vời
69,Đồ điện tử,Tiêu cực,2023-05-05 19:39:58,bao giờ mua đồ điện tử nữa
69,Đồ điện tử,Trung tính,2023-12-23 07:03:43,đồ điện tử ổn gì đặc biệt
69,Đồ điện tử,Tích cực,2023-02-21 20:55:54,mình mua đồ điện tử hài lòng
69,Giày dép,Tiêu cực,2023-02-09 15:16:16,bao giờ mua giày dép nữa
69,Giày dép,Trung tính,2023-02-15 16:28:11,thích sản phẩm giày dép chất lượng tuyệt vời
69,Sách,Tiêu cực,2023-02-20 21:33:23,sản phẩm sách đạt kỳ vọng thất vọng
69,Laptops,Tích cực,2023-04-20 23:52:39,thích sản phẩm laptops chất lượng tuyệt vời
69,Laptops,Trung tính,2023-06-02 14:40:09,laptops ổn gì đặc biệt
69,Laptops,Trung tính,2023-10-29 19:08:31,laptops ổn gì đặc biệt
69,Laptops,Tích cực,2023-11-06 01:43:26,mình mua laptops hài lòng
69,Laptops,Tiêu cực,2023-05-20 07:58:28,sản phẩm laptops đạt kỳ vọng thất vọng
69,Sách,Tiêu cực,2023-10-27 16:47:25,dịch vụ hỗ trợ sau bán hàng sách quá kém
69,Smartphone,Tích cực,2023-08-23 08:12:12,mình mua smartphone hài lòng
69,Laptops,Tích cực,2023-05-18 22:11:18,sản phẩm laptops thực sự tốt so các thương hiệu khác
69,Sách,Tích cực,2023-04-16 02:34:25,sản phẩm sách thực sự tốt so các thương hiệu khác
69,Giày dép,Tiêu cực,2023-06-30 23:03:29,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
69,Đồ điện tử,Tiêu cực,2023-02-19 22:16:03,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
69,Laptops,Tích cực,2023-10-29 02:00:36,sản phẩm laptops thực sự tốt so các thương hiệu khác
69,Smartphone,Trung tính,2023-01-08 05:59:58,smartphone ổn gì đặc biệt
69,Laptops,Trung tính,2023-08-20 16:46:20,dịch vụ hỗ trợ sau bán hàng laptops quá kém
69,Đồ điện tử,Tiêu cực,2023-05-19 13:49:16,đồ điện tử ổn gì đặc biệt
70,Giày dép,Tích cực,2023-06-01 13:52:15,bao giờ mua giày dép nữa
70,Giày dép,Tiêu cực,2023-08-31 14:43:15,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
70,Sách,Tích cực,2023-02-18 11:43:28,mình mua sách hài lòng
70,Smartphone,Trung tính,2023-01-30 04:06:44,mình mua smartphone hài lòng
70,Giày dép,Tiêu cực,2023-10-14 22:38:21,bao giờ mua giày dép nữa
70,Laptops,Tiêu cực,2023-03-31 02:21:14,bao giờ mua laptops nữa
70,Smartphone,Tiêu cực,2023-03-30 04:28:18,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
70,Đồ điện tử,Tích cực,2023-03-12 01:50:43,thích sản phẩm đồ điện tử chất lượng tuyệt vời
70,Đồ điện tử,Trung tính,2023-05-25 09:20:14,đồ điện tử ổn gì đặc biệt
70,Laptops,Tiêu cực,2023-05-19 05:30:55,bao giờ mua laptops nữa
70,Sách,Tiêu cực,2023-12-02 09:04:25,sản phẩm sách đạt kỳ vọng thất vọng
70,Laptops,Tích cực,2023-04-18 21:52:10,thích sản phẩm laptops chất lượng tuyệt vời
70,Smartphone,Trung tính,2023-01-17 14:28:20,smartphone ổn gì đặc biệt
70,Giày dép,Tích cực,2023-11-06 12:05:06,bao giờ mua giày dép nữa
70,Giày dép,Tích cực,2023-08-22 11:52:37,thích sản phẩm giày dép chất lượng tuyệt vời
70,Đồ điện tử,Tiêu cực,2023-09-19 10:24:23,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
70,Giày dép,Tiêu cực,2023-09-25 23:00:23,sản phẩm giày dép đạt kỳ vọng thất vọng
70,Laptops,Tiêu cực,2023-06-23 00:30:31,bao giờ mua laptops nữa
70,Sách,Tích cực,2023-07-05 00:14:56,thích sản phẩm sách chất lượng tuyệt vời
70,Đồ điện tử,Trung tính,2023-02-23 05:14:47,đồ điện tử ổn gì đặc biệt
70,Laptops,Tích cực,2023-01-22 09:36:41,thích sản phẩm laptops chất lượng tuyệt vời
70,Giày dép,Tiêu cực,2023-07-17 21:53:54,sản phẩm giày dép đạt kỳ vọng thất vọng
70,Smartphone,Tiêu cực,2023-07-19 08:22:52,sản phẩm smartphone đạt kỳ vọng thất vọng
70,Smartphone,Trung tính,2023-11-10 16:53:51,smartphone ổn gì đặc biệt
70,Smartphone,Tiêu cực,2023-05-07 07:33:19,sản phẩm smartphone đạt kỳ vọng thất vọng
70,Giày dép,Tiêu cực,2023-12-23 06:39:45,sản phẩm giày dép đạt kỳ vọng thất vọng
70,Đồ điện tử,Tiêu cực,2023-11-20 17:42:46,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
70,Đồ điện tử,Tiêu cực,2023-06-10 01:29:02,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
70,Giày dép,Tích cực,2023-07-30 03:27:44,sản phẩm giày dép thực sự tốt so các thương hiệu khác
70,Đồ điện tử,Tích cực,2023-04-21 05:24:16,thích sản phẩm đồ điện tử chất lượng tuyệt vời
70,Laptops,Tiêu cực,2023-05-18 23:12:07,bao giờ mua laptops nữa
70,Đồ điện tử,Tích cực,2023-11-27 15:41:23,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
70,Laptops,Tiêu cực,2023-11-18 15:27:27,bao giờ mua laptops nữa
70,Đồ điện tử,Tích cực,2023-05-01 17:10:21,thích sản phẩm đồ điện tử chất lượng tuyệt vời
70,Smartphone,Tích cực,2023-10-19 09:43:14,sản phẩm smartphone thực sự tốt so các thương hiệu khác
70,Smartphone,Tích cực,2023-03-01 12:52:48,thích sản phẩm smartphone chất lượng tuyệt vời
70,Giày dép,Tiêu cực,2023-06-19 22:29:49,sản phẩm giày dép đạt kỳ vọng thất vọng
70,Sách,Tiêu cực,2023-10-27 07:51:20,bao giờ mua sách nữa
70,Laptops,Tích cực,2023-06-19 03:07:47,mình mua laptops hài lòng
70,Đồ điện tử,Tích cực,2023-09-20 05:14:28,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
70,Đồ điện tử,Tiêu cực,2023-06-16 15:13:38,bao giờ mua đồ điện tử nữa
70,Laptops,Tích cực,2023-03-18 03:40:16,thích sản phẩm laptops chất lượng tuyệt vời
70,Laptops,Trung tính,2023-05-18 15:51:09,laptops ổn gì đặc biệt
70,Giày dép,Tích cực,2023-04-06 20:22:36,sản phẩm giày dép thực sự tốt so các thương hiệu khác
70,Giày dép,Tích cực,2023-07-16 22:00:46,sản phẩm giày dép thực sự tốt so các thương hiệu khác
70,Giày dép,Tích cực,2023-06-20 01:31:23,mình mua giày dép hài lòng
70,Laptops,Tiêu cực,2023-01-29 10:05:01,dịch vụ hỗ trợ sau bán hàng laptops quá kém
70,Laptops,Tích cực,2023-06-23 17:40:29,mình mua laptops hài lòng
70,Đồ điện tử,Trung tính,2023-05-09 18:28:51,đồ điện tử ổn gì đặc biệt
70,Đồ điện tử,Tiêu cực,2023-01-02 04:17:20,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
71,Sách,Tiêu cực,2023-07-19 13:33:00,sản phẩm sách đạt kỳ vọng thất vọng
71,Đồ điện tử,Trung tính,2023-05-09 05:47:26,đồ điện tử ổn gì đặc biệt
71,Smartphone,Tiêu cực,2023-06-03 06:19:53,bao giờ mua smartphone nữa
71,Sách,Tiêu cực,2023-12-25 05:05:34,bao giờ mua sách nữa
71,Laptops,Tiêu cực,2023-11-14 06:12:51,bao giờ mua laptops nữa
71,Laptops,Tích cực,2023-01-02 09:31:49,mình mua laptops hài lòng
71,Smartphone,Trung tính,2023-06-08 22:40:57,smartphone ổn gì đặc biệt
71,Sách,Trung tính,2023-06-17 13:26:37,sách ổn gì đặc biệt
71,Giày dép,Tiêu cực,2023-10-15 09:56:43,sản phẩm giày dép đạt kỳ vọng thất vọng
71,Giày dép,Tích cực,2023-07-31 18:36:38,sản phẩm giày dép thực sự tốt so các thương hiệu khác
71,Smartphone,Tiêu cực,2023-11-12 16:37:49,sản phẩm smartphone đạt kỳ vọng thất vọng
71,Sách,Tiêu cực,2023-10-01 14:14:17,sản phẩm sách thực sự tốt so các thương hiệu khác
71,Đồ điện tử,Tiêu cực,2023-04-20 14:46:19,bao giờ mua đồ điện tử nữa
71,Giày dép,Tích cực,2023-02-26 18:28:40,mình mua giày dép hài lòng
71,Giày dép,Trung tính,2023-03-18 13:19:25,giày dép ổn gì đặc biệt
71,Đồ điện tử,Tiêu cực,2023-05-15 18:28:01,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
71,Laptops,Tiêu cực,2023-12-07 13:31:00,sản phẩm laptops đạt kỳ vọng thất vọng
71,Đồ điện tử,Tiêu cực,2023-08-31 16:59:56,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
71,Giày dép,Tích cực,2023-11-19 20:41:19,thích sản phẩm giày dép chất lượng tuyệt vời
71,Laptops,Tiêu cực,2023-12-29 23:44:49,thích sản phẩm laptops chất lượng tuyệt vời
71,Sách,Tiêu cực,2023-09-05 04:17:46,sản phẩm sách đạt kỳ vọng thất vọng
71,Giày dép,Tích cực,2023-03-31 15:02:53,mình mua giày dép hài lòng
71,Laptops,Tiêu cực,2023-09-26 07:54:41,bao giờ mua laptops nữa
71,Giày dép,Tích cực,2023-12-18 06:43:38,thích sản phẩm giày dép chất lượng tuyệt vời
71,Laptops,Trung tính,2023-11-25 10:23:40,laptops ổn gì đặc biệt
71,Smartphone,Trung tính,2023-10-19 19:50:17,smartphone ổn gì đặc biệt
71,Giày dép,Trung tính,2023-12-11 01:52:23,giày dép ổn gì đặc biệt
71,Smartphone,Trung tính,2023-02-15 21:39:56,smartphone ổn gì đặc biệt
71,Giày dép,Tích cực,2023-09-29 06:20:29,thích sản phẩm giày dép chất lượng tuyệt vời
71,Laptops,Tích cực,2023-01-20 02:27:26,sản phẩm laptops thực sự tốt so các thương hiệu khác
71,Đồ điện tử,Tiêu cực,2023-07-03 10:20:18,bao giờ mua đồ điện tử nữa
71,Smartphone,Tiêu cực,2023-07-03 18:11:18,bao giờ mua smartphone nữa
71,Sách,Tích cực,2023-04-13 05:00:30,mình mua sách hài lòng
71,Đồ điện tử,Tiêu cực,2023-06-19 05:51:51,bao giờ mua đồ điện tử nữa
71,Smartphone,Tiêu cực,2023-03-25 15:28:24,bao giờ mua smartphone nữa
71,Sách,Tích cực,2023-07-19 02:22:26,dịch vụ hỗ trợ sau bán hàng sách quá kém
71,Đồ điện tử,Tích cực,2023-03-14 17:28:45,mình mua đồ điện tử hài lòng
71,Giày dép,Tích cực,2023-08-11 08:53:12,thích sản phẩm giày dép chất lượng tuyệt vời
71,Laptops,Tích cực,2023-06-14 16:06:49,sản phẩm laptops thực sự tốt so các thương hiệu khác
71,Giày dép,Tích cực,2023-10-18 01:32:56,mình mua giày dép hài lòng
71,Laptops,Tích cực,2023-03-10 00:18:10,thích sản phẩm laptops chất lượng tuyệt vời
71,Laptops,Tiêu cực,2023-01-26 17:00:05,sản phẩm laptops đạt kỳ vọng thất vọng
71,Giày dép,Trung tính,2023-02-08 07:33:13,giày dép ổn gì đặc biệt
71,Smartphone,Trung tính,2023-02-04 10:28:38,smartphone ổn gì đặc biệt
71,Sách,Trung tính,2023-09-20 10:55:23,sách ổn gì đặc biệt
71,Đồ điện tử,Tích cực,2023-09-17 04:27:12,thích sản phẩm đồ điện tử chất lượng tuyệt vời
71,Giày dép,Tiêu cực,2023-09-11 02:58:10,bao giờ mua giày dép nữa
71,Sách,Tích cực,2023-06-16 13:48:46,mình mua sách hài lòng
71,Smartphone,Tích cực,2023-09-19 12:08:36,sản phẩm smartphone thực sự tốt so các thương hiệu khác
71,Giày dép,Tích cực,2023-03-11 14:02:11,thích sản phẩm giày dép chất lượng tuyệt vời
72,Giày dép,Tích cực,2023-04-16 00:25:08,sản phẩm giày dép thực sự tốt so các thương hiệu khác
72,Đồ điện tử,Tích cực,2023-07-05 07:23:39,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
