User_ID,Topic,Comment,Sentiment,Comment_Time
39,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-05-26 13:14:33
39,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-11-04 08:59:35
39,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Trung tính,2023-08-11 09:26:04
39,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-08-28 19:43:47
39,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-01-28 15:28:08
39,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-12-21 20:53:26
39,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-11-17 13:21:49
39,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-12-05 15:20:30
39,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-11-10 06:45:38
39,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-05-22 14:59:07
39,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tiêu cực,2023-04-15 02:04:15
39,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-02-18 07:17:19
39,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-07-02 19:34:08
39,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-03-31 14:15:42
39,Đồ điện tử,"Đồ điện tử ổn, nhưng không có gì đặc biệt.",Trung tính,2023-06-14 01:27:38
39,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-04-05 00:42:42
39,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Trung tính,2023-10-24 09:06:54
39,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-05-12 10:07:35
39,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-07-23 19:11:57
39,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-09-13 23:32:37
39,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-11-02 07:12:14
39,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-10-31 03:44:55
39,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-08 23:50:36
39,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-07-25 16:27:58
39,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-10-18 02:16:58
39,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-01-31 18:42:21
39,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-10-05 08:32:09
39,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-02-20 01:36:38
39,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-07-04 04:03:39
39,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-05-01 14:39:59
39,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-10-14 20:01:20
39,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-05-12 02:18:48
39,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-10 04:13:40
39,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-01-06 21:31:00
39,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-08-21 22:56:15
39,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-12-30 03:49:02
39,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-02-19 04:05:15
39,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-03-02 13:48:06
39,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-08-13 09:51:06
39,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-09-11 06:02:41
39,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-08-15 07:41:24
39,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-17 12:24:21
40,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-17 15:41:50
40,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-02-25 00:10:06
40,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-05-20 18:10:54
40,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-12-30 05:20:47
40,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-10-07 05:59:53
40,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-05-07 05:06:42
40,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-12-28 10:41:41
40,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-10-30 19:17:58
40,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-03-11 07:18:43
40,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-01-26 05:37:25
40,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-12-27 13:02:59
40,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-06-15 19:48:34
40,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-03-19 12:45:12
40,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-10-02 08:59:59
40,Đồ điện tử,"Đồ điện tử ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-23 08:31:19
40,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-05-17 22:32:39
40,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-10-09 15:33:16
40,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-01-05 02:48:53
40,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-10-29 11:12:03
40,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-08-27 16:45:21
40,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-10-09 07:05:57
40,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-01-05 23:40:48
40,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tiêu cực,2023-01-19 19:44:17
40,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-03-18 07:45:37
40,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-06-30 09:55:16
40,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-03-14 22:24:26
40,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-02-05 01:04:50
40,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tích cực,2023-12-10 09:42:00
40,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-08-26 12:55:28
40,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-05-10 23:02:46
40,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-04-13 17:40:38
40,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-02-17 11:37:32
40,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-10-22 09:15:49
40,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-11-18 22:29:40
40,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-10-13 10:35:40
40,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-06-21 07:48:54
40,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-09-11 19:40:33
40,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-07-14 00:47:36
40,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-02-09 06:00:07
40,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-06-30 11:10:03
40,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-11-13 08:26:52
40,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-12-01 06:36:50
40,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-11-14 09:17:19
40,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-10 15:38:38
40,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-11-28 07:32:10
40,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-17 17:37:10
40,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-09-02 03:02:50
40,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tiêu cực,2023-10-02 04:33:43
40,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-20 04:55:47
40,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-06-27 03:37:58
41,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-03-05 01:00:28
41,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-08-30 18:30:53
41,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tích cực,2023-05-30 05:56:45
41,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-03-10 05:30:32
41,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Tiêu cực,2023-01-28 17:09:19
41,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-08-04 06:21:37
41,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-02-01 14:58:32
41,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-12-22 22:35:34
41,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-09-07 07:19:45
41,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Trung tính,2023-01-08 04:27:37
41,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-08-12 14:38:07
41,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-10-02 05:29:40
41,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-11-07 02:44:31
41,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-11-08 23:59:53
41,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-06-13 01:31:17
41,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-05-16 16:22:40
41,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-11-03 11:17:12
41,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-02-08 05:26:02
41,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-09-26 13:16:15
41,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-12-04 09:58:24
41,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-12-11 05:49:37
41,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-01-01 21:40:04
41,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-02-06 20:48:21
41,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-03-15 00:04:17
41,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-03-14 22:23:42
41,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-06-18 11:35:34
41,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-06-18 13:37:56
41,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-06-25 17:01:32
41,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-04-28 11:26:19
41,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-05-11 02:40:34
41,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-07-25 01:17:24
41,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-05-08 14:25:40
41,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-11-01 17:17:05
41,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-10 06:20:03
41,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-08-04 10:08:12
41,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-06-18 17:45:05
41,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-07-29 05:36:33
41,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tiêu cực,2023-04-15 04:20:05
41,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-06-10 02:52:28
41,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-09-04 03:42:54
41,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-08-02 20:10:02
41,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-28 19:07:47
41,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-08-10 23:31:30
41,Laptops,Sẽ không bao giờ mua Laptops nữa.,Trung tính,2023-02-23 05:42:52
41,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-12-21 21:30:15
41,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-04-13 18:03:59
41,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-05-07 08:39:28
41,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-03-13 17:22:48
41,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-03-11 09:40:24
41,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-05-04 14:49:40
42,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-09-13 03:06:06
42,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-04-10 14:34:59
42,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-08-04 15:02:47
42,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-12-29 21:40:36
42,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-02-05 21:35:33
42,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-01-15 00:36:53
42,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-10-04 21:44:05
42,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-07-22 22:26:45
42,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-03-27 17:52:05
42,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-07-16 06:06:32
42,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-05-10 11:28:13
42,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-03-30 18:06:20
42,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-12-14 22:07:17
42,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-20 07:33:05
42,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-10-06 11:50:58
42,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tiêu cực,2023-08-29 23:02:53
42,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-07-09 05:18:52
42,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-03-09 15:50:17
42,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-05-04 23:06:43
42,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-09-24 05:52:28
42,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Tiêu cực,2023-06-19 01:18:55
42,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-03-22 18:22:50
42,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-08-28 14:06:15
42,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-05-21 14:37:04
42,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-11-16 12:31:48
42,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-07-16 12:48:12
42,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-03-15 03:00:32
42,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-08-09 03:50:23
42,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-08-13 09:33:38
42,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-03-27 11:04:26
42,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-05-01 06:45:02
42,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-07-23 10:50:56
42,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-05-01 08:51:36
42,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-28 07:33:01
42,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-10-16 09:19:41
42,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-05-08 10:34:30
42,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-01-03 18:10:30
42,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-10-02 15:51:10
42,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-04-25 17:33:14
42,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-09-22 17:18:08
42,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-05-07 17:26:20
42,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-01-06 02:26:39
42,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-11 05:59:10
42,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-09-08 01:35:53
42,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tích cực,2023-01-28 07:25:13
42,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Trung tính,2023-12-11 13:55:21
42,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-04-08 14:26:57
42,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-04-05 23:03:06
42,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-02-13 10:18:46
42,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-07-20 04:36:13
43,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-04-05 03:49:13
43,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Trung tính,2023-06-15 14:47:44
43,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-14 01:10:22
43,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-06-15 04:47:30
43,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-07-06 15:54:22
43,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-02-06 10:45:58
43,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-07-21 04:12:11
43,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-10-16 03:01:35
43,Laptops,Mình đã mua Laptops và rất hài lòng.,Trung tính,2023-10-25 15:54:17
43,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-09-14 12:44:34
43,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-11 00:21:46
43,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-11-29 11:49:17
43,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-06-21 23:50:41
43,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-04-27 19:48:48
43,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Trung tính,2023-09-25 07:39:36
43,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-07-22 03:33:13
43,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-16 03:16:12
43,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-02-10 16:44:49
43,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-11-29 10:42:39
43,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-04-23 00:40:26
43,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-06-07 10:29:31
43,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-13 12:13:13
43,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-05-27 20:29:58
43,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-05-09 03:18:07
43,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tiêu cực,2023-04-09 21:49:44
43,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-10-28 06:55:30
43,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-04-22 00:13:20
43,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-04-26 01:52:46
43,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-06-12 20:29:17
43,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-02-13 12:42:11
43,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-04-17 00:58:01
43,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-05-01 05:46:25
43,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-01-16 02:06:40
43,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-07-09 21:34:36
43,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-10-02 09:04:54
43,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-02-04 06:48:10
43,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-07-10 09:26:42
43,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-09-11 07:20:00
43,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-10-11 08:54:37
43,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-24 00:53:57
43,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-12-07 01:04:35
43,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-10-03 00:48:08
43,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-01-05 16:59:21
43,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-01-15 03:27:11
43,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-15 13:34:11
43,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-12-24 07:35:37
43,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-05-02 03:36:49
43,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-09-04 15:34:41
43,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-05-07 13:14:15
43,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-08-12 07:08:37
44,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-01-11 16:38:56
44,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-08-31 02:41:04
44,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-03-03 15:08:34
44,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-03-28 16:35:27
44,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-11-28 03:21:51
